Created,Day,Tweet ID,Full Text,Quote Full Text,Hashtags,Not mask or face covering related,HBM Related,Perceived Benefits,Perceived Barriers,Perceived Severity,Perceived Susceptibility,HBM Related AutoFill
Tue Jun 16 00:22:24 +0000 2020,168,1272685926163132417,@SecMandyCohen @RoyCooperNC if y’all make face mask mandatory y’all better be paying me to stay home bc I 💯 refuse. I’m lucky to make it thru 6 hours or work. I can’t breathe with on bc I have anxiety and it kicks in bc my nose and mouth are covered.,,,0,1,0,1,0,0,1
Thu Jul 30 13:59:51 +0000 2020,212,1288836708050571265,"Businesses have faced many difficulties during this challenging time.
  
 This week the Minister for Women, @BaronessEB, spoke with women entrepreneurs to listen to their experiences and how they can help the economic recovery.
  
 Get business support 👉https://t.co/0vGQcH7dr5 https://t.co/9V4v0CCs5p",,,1,0,0,0,0,0,0
Wed Aug 12 22:55:44 +0000 2020,225,1293682609562832896,@GabriellaDeLuca Not social distancing and where is their masks,,,0,0,0,0,0,0,0
Mon Jun 29 09:39:49 +0000 2020,181,1277537243784044545,@RahulGandhi lockdown in advance at least 10 days before- resulting chaos and increased corona cases. Govt doesn’t have risk and contingency strategy resulting… Nizamamuddin kind of corona cases surfaced,,,0,0,0,0,0,0,0
Sat Jun 13 03:52:26 +0000 2020,165,1271651616043622401,LOOK: Miss International beauty pageant cancels its 2020 edition due to COVID-19 | From the Miss International Beauty Pageant Facebook page #TheFreeman https://t.co/weKmXtzmPd,,TheFreeman,0,0,0,0,0,0,0
Tue Aug 04 20:44:24 +0000 2020,217,1290750457397354496,@JaneCastor @TBJCoalition @CityofTampa Two people in this picture are not wearing masks and there is no social distancing. @JaneCastor is a total fraud and a liberal hypocrite. Is this virus a total hoax or did the Mayor endanger lives to virtue signal?,,,0,1,0,1,0,0,1
Sat Apr 11 21:57:03 +0000 2020,102,1249094136369762305,@DickinsonCol Many colleges are working with their students and family’s to help in the face of the corona crisis would be nice tho see D do the same https://t.co/YV6oVkmYSj,,,0,0,0,0,0,0,0
Sat Jul 18 20:20:50 +0000 2020,200,1284583933477294080,"Before the coronavirus pandemic, medical masks were largely made abroad. Now companies such as 3M and Honeywell are working to stoke production at home https://t.co/mxen6qT8Ws",,,0,0,0,0,0,0,0
Sat Jun 20 22:23:06 +0000 2020,172,1274467839911399424,People are pandemic resistant-modern technology has made our life more comfortable and more controlled and unable to believe or deal with the constraints of virus management. Some do not want to conform to the rules of science and wear a mask.,,,0,1,0,1,0,0,1
Tue Jun 09 23:01:35 +0000 2020,161,1270491258738352129,Widespread mask-wearing could prevent COVID-19 second waves -study https://t.co/CfAWCkSjg3,,,0,1,1,0,0,0,1
Tue Aug 04 11:18:23 +0000 2020,217,1290608013968015360,@ciscob1_Patriot @MalcolmNance Unfortunately this is not a right or left wing blame game situation. This virus is killing all Americans. We need the right wingers to wear mask also in order to help protect their fellow Americans.,,,0,1,1,0,1,0,1
Mon Jul 20 02:21:19 +0000 2020,202,1285037039268909057,@CheriJacobus I went into a store mandating everyone entering needs a mask. The cashier was not wearing one. I told him that sign does not mean anything if you do not wear a mask. He said they ran out three days ago and he couldn’t afford to buy one. I went to my truck got him a new mask.,,,0,1,0,1,0,0,1
Mon Jul 13 13:57:19 +0000 2020,195,1282675475840733186,"@chuckwoolery @realDonaldTrump Yes in countries where people listen to medical experts and have been able to significantly reduce the number of cases and deaths, unlike the USA where people think that it's cool not to wear a mask, send me all to school and watch your country go to even more shit",,,0,1,0,1,1,0,1
Thu Jul 09 23:04:42 +0000 2020,191,1281363681775886338,He should resign. How the f*ck is he going to implore people to wear masks after specifically telling people to NOT to buy masks back in February? Fauci too. https://t.co/mk5Qte316C,There are simple actions we can all take to protect ourselves and our loved ones – and prevent the spread of #COVID19. Check out my new PSA👇🏾for important tips this summer. #COVIDStopsWithMe https://t.co/9Twwxt6hPp,,0,1,0,1,0,0,1
Thu Jun 18 14:52:36 +0000 2020,170,1273629695020609543,why are white ppl acting like covid is over put a damn mask on,,,0,1,1,0,0,0,1
Sun Jul 12 18:05:06 +0000 2020,194,1282375444583645185,Say you ll social distance and meet where you can keep a distance Mask in N s,,,0,0,0,0,0,0,0
Sun Jul 12 08:56:39 +0000 2020,194,1282237426333868032,"The correct &amp; smart way to wear a mask is to make sure it's snug &amp; fits over your nose, but then you're not known for being smart. Trust me, @realDonaldTrump, you do not look like the Lone Ranger. 😂🤣
 

 #PardonMeTrump
 #ImpeachTrumpAgain
 #TrumpKillsUs
 #TrumpGenocide
 #TrumpVirus https://t.co/aSUctlaehG",,PardonMeTrump ImpeachTrumpAgain TrumpKillsUs TrumpGenocide TrumpVirus,0,1,1,0,0,0,1
Thu Jun 25 07:54:40 +0000 2020,177,1276061232173285382,@NJDeptofHealth tagging you on this for answers. Please confirm if patrons can use ADA as protection to be exempt from wearing a mask in casinos. Can casinos deny entry to patrons claiming to be exempt from wearing a mask? @GovMurphy @NJGov #COVID19,,COVID19,0,1,0,1,0,0,1
Mon Jul 20 17:46:47 +0000 2020,202,1285269940736610305,Special thanks to the many ppl who came into the coffee and tea shops I work at without masks the last couple weeks! Woke up with a massive cold and had to get tested for Covid!! I hate you!!! 🖤 #WearADamnMask,,WearADamnMask,0,1,1,0,0,0,1
Sat Jul 04 08:35:00 +0000 2020,186,1279332875360493569,"Well, luckily I'm skint &amp; still sooooo darn sexy with my messy hair so no pubs or hairdressers for moi until at least 2021! LOL! ;-)
 #ESA #mentalhealth #anxiety #PubsOpening #hairdressers #StaySafe #WearAMask https://t.co/CLtkGzIP1c",,ESA mentalhealth anxiety PubsOpening hairdressers StaySafe WearAMask,0,1,1,0,0,0,1
Mon Jun 15 22:10:43 +0000 2020,167,1272652786581331968,"@sonicstout @NWJK @MahyarTousi We are in the middle of a GLOBAL PANDEMIC, what a idiot. March on Saturday where l live, no social distancing, no masks. You obviously want a new wave of virus as in China",,,0,0,0,0,0,0,0
Thu Jul 16 19:24:11 +0000 2020,198,1283844898068688896,"Why 18% GST on alcohol based hand sanitizer !!
 In this ongoing pandemic situation Hand Sanitizer and Face Masks are important part of life, Govt imposed extra burdens on it. Very unfortunate and bad decision. 
 Immediate taken back this types of bogus Tax. @narendramodi @AmitShah",,,0,1,0,1,0,0,1
Thu Jul 30 23:53:03 +0000 2020,212,1288985993325039622,"I can bet my LAST DOLLAR all the people trying to downplay this pandemic ISN’T walking these streets freely without a face mask...
 😷😷😷
 

 My life IS NOT A GAME‼️
 This virus isn’t playing duck, duck, goose 🥴😷😷😷 https://t.co/SvtMjtjJjL",This you? https://t.co/IG8JhESGLT https://t.co/Rvf0e3Uiy9,,0,1,0,0,1,0,1
Sun Jul 05 02:49:53 +0000 2020,187,1279608410623729664,"@DanRather Coronavirus is a measure of people intelligence and social responsibility . Most of the world has defeated it by wearing masks and listening to scientists. The USA will soon have 100,000 new cases per day because Trump is without question the dumbest President on the planet.",,,0,1,1,0,0,1,1
Sun Jul 26 21:43:09 +0000 2020,208,1287503748739170307,Would You Know If You Were Interacting with Somebody Unmasked And Who is Currently Positive With The Coronavirus??? Me Neither #MasksOnAmericans,,MasksOnAmericans,0,1,1,0,0,0,1
Sun Jul 12 13:08:14 +0000 2020,194,1282300738220126208,Renters face a perilous future in these unprecedented times: 10 Steps to Take to Try to Prevent Your Own Eviction https://t.co/22s5HaG7Qa,,,1,0,0,0,0,0,0
Sat Jun 27 01:20:06 +0000 2020,179,1276686710223458304,Want a GO IRISH BEAT COVID mask? Our friends over @herloyalsons have them! Be safe! #GoIrish #beatcovid https://t.co/lXt1lXWbut,,GoIrish beatcovid,0,0,0,0,0,0,0
Thu Jul 09 05:41:23 +0000 2020,191,1281101119532478466,Assessing the COVID-19 Effect: Assisted Reproductive Technology Manufacturers Face Substantial Impediments amid Pandemic; Material and Labor Shortages Creating Headwinds - https://t.co/tOmbaUEFv1,,,0,0,0,0,0,0,0
Thu Jul 23 14:14:33 +0000 2020,205,1286303694145945606,"@waterboy926 @825Charles @_chickymonkey @GovMikeDeWine Stay home, go broke, lose my home. or go to work to just share the same air and risk my life to a virus which can be avoided with a healthcare system that isn’t crumbling. You can still run a company without having brick and mortar. Improvise. Adapt. Overcome. Wear a a mask.",,,0,1,1,0,1,0,1
Fri Jun 19 05:14:28 +0000 2020,171,1273846590264893440,If @AMCTheatres is not gonna require a mask then I’m gonna have to give up my AList Stubs memebership ... sucks cause I really love AMC but apparently they don’t take this pandemic seriously nor do they care about their employees,,,0,0,0,0,0,0,0
Sun Jul 12 15:09:43 +0000 2020,194,1282331308333596672,@thomaskaine5 @simm_has AND DOES NOT HAVE COVID19!!!,,,1,0,0,0,0,0,0
Thu May 14 09:37:32 +0000 2020,135,1260866827586015232,Steve Mnuchin i no what you President Trump's talking about opening up country now its to soon i believe what Dr.Fauci says thats why some of people that work in white house caught Coronavirus not wearing mask not keeping Social Distance The problem is,,,0,0,0,0,0,0,0
Wed Aug 12 18:51:46 +0000 2020,225,1293621215496736768,"@allinwithchris Wait...it’s a violation of someone’s rights to be forced to wear a mask, but it’s not a violation to force someone to remove their mask if they choose to wear one?",,,0,1,0,1,0,0,1
Sat Aug 08 06:00:07 +0000 2020,221,1291977472230203392,"@synister_peep If fucking Disney World can figure out social distancing of *currently thousands* soon to be tens of thousands of guests of all ages, schools can figure out social distancing &amp; adding mandatory masks to dress code rules.",,,0,0,0,0,0,0,0
Thu Jul 16 12:11:55 +0000 2020,198,1283736115187507200,@HealthFreedomIE @FergalBowers @rte Just wear a mask dont be a dick about it.,,,0,1,1,0,0,0,1
Thu May 21 06:23:54 +0000 2020,142,1263354815427428353,"@thewebbix Yeah, the CDC can stick it where the sun doesn't shine. They are only allowed to say what Trump says they can say. I'll take my advice from the WHO &amp; wear my mask &amp; gloves.",,,0,1,1,0,0,0,1
Sat Aug 08 08:19:35 +0000 2020,221,1292012569171857408,"[ OPEN REGISTRATION ]
 🎇NOW OPEN REGISTRATION SUPREMEET 2020🎇
 

 Don't miss out to register yourself to SupreMEET 2020 with theme 🎭MASK🎭 (Manifestation and Recent Updates on COVID-19 Outbreaks)
 

 LIMITED SEAT !
 

 👋See you at SupreMEET 2020👋 https://t.co/FIHyB2BiAd",,,0,0,0,0,0,0,0
Mon Jul 27 16:44:57 +0000 2020,209,1287791092071641088,@AUTR19 @Flutter_by8 @HealthAllegheny Our district said 86% wanted in school learning with social distancing and masks...,,,0,1,1,0,0,0,1
Fri Aug 07 11:34:19 +0000 2020,220,1291699188934348800,"@etinmagbe @AyoOyalowo @MBuhari @OfficialAPCNg @PastorIzeIyamu @iyaboawokoya @DOlusegun @Mr_JAGss @TheresaTekenah The president should wear a mask when in company of more than two.... Don't trust these politicians 😂😂😂😂😂😂😂😂😂😂...
 Seriously though we make a mockery of politics in this country.... He would move back to PDP for senatorial elections... You heard it here first",,,0,1,1,0,0,0,1
Tue Jul 28 20:04:22 +0000 2020,210,1288203665447309314,So they want me to wear a face mask for like 10 hours?,,,0,0,0,0,0,0,0
Fri Jun 12 22:05:46 +0000 2020,164,1271564377850646528,@dougducey Opening up our state has proven that so many people think that means the pandemic is over. IT’S NOT OVER! At least do something. Give direction! We need social distancing and masks!,,,0,1,1,0,0,0,1
Fri Jun 19 02:14:59 +0000 2020,171,1273801420295168006,"@CalNBC They better hope without mask and no social distancing they live ! Amazing it’s time to vote unless you were in Georgia where you needed a chair, something to read and food delivery !",,,0,0,0,0,0,0,0
Sat Jun 06 04:50:49 +0000 2020,158,1269129594826719232,@kunalpurohit Hey so sorry for your loss Kunal. My sister works in a bmc hospital as a radiologist. The situation is way worst than anybody can imagine. From day one of the outbreak she is working without any protection. Even the basic mask had to be bought by them. Few weeks ago they got ppe.,,,0,1,0,1,0,0,1
Sat Feb 15 19:28:04 +0000 2020,46,1228762922903572482,"#MaskedSinger when series 2 comes on air, don't bother with that Ken bloke. As funny as a holiday to Wuhan...",,MaskedSinger,1,0,0,0,0,0,0
Thu Jul 09 23:37:56 +0000 2020,191,1281372041866670080,"@phil_mckraken @QDecoder @DigiVorr @PoliticsPot @PwrCane1 @Tigertomjr @RushvilleRockit @SpaceForceBravo @misshellca @JackHer18731941 @mentalfloss15 @instinctnaturel @gorillastyle @_Kel_Varnsen_ @Traveler3906 @NavyGritzngravy @ziggystardad @shinobi_tony @waywardmegan15 @BrokeRoca @UsaNeedsHeroes @Angel1350852961 @Lovestr50361283 @GOPkleptocrat @alshadowdancer @calijeff1 @missjulialee @TrumpSugar @AIIenMorrell @2tall2fall4it @V1llageLdiot @Mind0verMayhem @donnnie @Ana_Ssassin19 @wanderlustered @Apritions @LastLaughAemial @Fueldog1 @TravisBikle1759 @SavageSinners @MKshake_ @longislanddon @ShlomoIndiana @LarryIAm2020 @AnnikaHanover @TNHoHunter @Consofcooking1 @MsStarr7 @jtaylorw34 @WindsorTrader33 Q blocked me. Please relay via retweet w/ comment.
 

 Anyone who refuses to wear a mask is a socialist SOB.
  
 Capitalists want the economy to open back up.
 

 Socialists want spread COVID &amp; wait their ""incentive"" checks to arrive.
 

 Dont wear a mask. We see you, weak, traitor.",,,0,1,0,1,0,0,1
Tue May 26 06:55:51 +0000 2020,147,1265174795588530176,@FortniteGame Like literally stop. This skins been in the shop more times than news about COVID-19 on my facebook feed.,,,0,0,0,0,0,0,0
Tue Jul 28 01:42:42 +0000 2020,210,1287926424116973568,@mkalfus Would medical grade masks such as N95's reduce particles even greater?,,,0,0,0,0,0,0,0
Mon Jul 13 12:44:26 +0000 2020,195,1282657136925765632,"@Stevenlh9932 @DonaldJTrumpJr @realDonaldTrump Greasy Baby Donald is like a lost little boy looking for love in all the wrong places, clinging to Mad King Donald's robe in a bid for even a modicum of notice. He's spent his life chasing a manufactured myth of a 'man'. SAD!
 

 BLUE sets him and his siblings free.
 

 WEAR a mask!",,,0,1,1,0,0,0,1
Sat Aug 01 22:30:38 +0000 2020,214,1289690025865752579,@eastantrimmp Wtf would you not just wear a mask in the store? Basically screw the staff and their safety so you can look like a tit?,,,0,0,0,0,0,0,0
Tue Jun 30 17:58:59 +0000 2020,182,1278025253889937410,@NYGovCuomo Be a sheep wear a mask,,,0,1,0,1,0,0,1
Mon Jan 27 18:02:39 +0000 2020,27,1221856056608845824,"@EthanLa35233771 @Shinings You need N95 masks, which remove 95% of dry particles, which include the airborne virus particles.",,,0,1,1,0,0,0,1
Wed Jul 29 14:32:45 +0000 2020,211,1288482602303868929,Two weeks into Texas governor mandated mask wear. Media not touting the drastic decline in new COVID cases. I wonder why?,,,0,1,1,0,0,1,1
Tue Jun 30 23:35:01 +0000 2020,182,1278109820445511680,@GIIW2 I think the freedom-loving Americans have worked so hard to spread the virus around by not wearing masks &amp; rallying for a return to a racist economy that there's more of a chance of a big catastrophe if we go back to work now rather than do a proper mask-wearing social distancing,,,0,1,0,1,0,0,1
Thu Jun 11 06:01:33 +0000 2020,163,1270959336622350336,Great visit from the @striturf getting some ideas and discussing thoughts for the coming year @CorhamptonGolf 1 benefit from lock down is root development from easing the HOC &amp; regular aeration to focus on root development &amp; plant health #rootsarethefoundtionofgreatsurfaces https://t.co/aTMNzunG3z,,rootsarethefoundtionofgreatsurfaces,0,0,0,0,0,0,0
Mon Jun 22 06:23:44 +0000 2020,174,1274951185267490816,Yesterday in my neighborhood there was a birthday party with maskless guests. Daily retired neighbors parade around maskless. This why Carson has 575 infected and 27 dead; San Pedro has 1076 infected &amp; 17 dead while Torrance has 1076 infected &amp; 50 dead. Witnessed very few masks. https://t.co/mQxsD8n49Q,"Los Angeles County reports 1,784 new coronavirus cases, 11 deaths https://t.co/XGeu0UMJTR",,0,1,0,0,1,1,1
Sun Jul 26 03:39:34 +0000 2020,208,1287231057977208832,"as someone who doesn't like their nose, slowing the spread of corona is a ~bonus~ when wearing a mask",,,0,1,1,0,0,0,1
Thu Jul 23 06:01:36 +0000 2020,205,1286179636284723200,"Good Morning and a very Happy Thursday. Stay safe today and remember please #WearAMask On #ThrowbackThursday another sunny holiday photo taken in Schull, Co. Cork last September https://t.co/WfAQz7P3Ev",,WearAMask ThrowbackThursday,0,1,1,0,0,0,1
Fri Jul 17 19:26:35 +0000 2020,199,1284207889779810304,"Stay. Home.
 Wear. Your. Mask.
 

 Per Governor Newsom’s recently released notes, a county must be off of the state’s watch list for fourteen (14) days before it can open for in-person learning. Riverside is presently on that list. Expect to start 2020-21 online this year. (1/?)",,,0,1,1,0,0,0,1
Wed Jul 29 12:13:43 +0000 2020,211,1288447613830860802,"Germany - #coronahoax epicenter.
 

 Insignificant death numbers, low infection rate, empty hospitals. Yet:
 

 - masks &amp; social distancing
 - mandatory tests for travelers
 - German Fauci: ""Rules must never be questioned.""❗️ 
 - Merkel: ""Pandemic ends when there is a vaccine""❗️
 

 Unreal. https://t.co/VdiynpA2WF",,coronahoax,0,0,0,0,0,0,0
Wed Jul 08 21:10:31 +0000 2020,190,1280972557433188352,And why weren't we wearing masks during the AIDS epidemic? https://t.co/jKZr3Ddjxa,Last year 1.5M people died of tuberculosis. Why were you not wearing a mask during the tuberculosis pandemic? You want to know why? Because main stream media didn’t tell you to.,,0,0,0,0,0,0,0
Sat Jul 25 01:26:35 +0000 2020,207,1286835204758405122,"Bridgewater Associates lays off several dozen employees
 - For more information : https://t.co/5VaMmQeZ9y
 - don't forget to share and subscribe .
 #BlackLivesMatter #NewYorkCity #COVID__19 #news #economy #kohkanta #Facebook #COVID19 https://t.co/1AvPObldOu",,BlackLivesMatter NewYorkCity COVID__19 news economy kohkanta Facebook COVID19,0,0,0,0,0,0,0
Mon Aug 03 15:25:44 +0000 2020,216,1290307874732695553,"I saw this in Facebook and damn Congrats to Thailand to have finally won their battle against the pandemic. I just envy you all because your lives will go back to normal. Meanwhile in the Philippines, seems like we're all fucked up. I https://t.co/rOf3Hw4Hgc",,,0,0,0,0,0,0,0
Thu Jun 18 22:11:57 +0000 2020,170,1273740261047271424,"DIsturbing, 
 INVASION OF PERSONAL SPACE Blowing Possible CORONAVIRUS CIGARETTE smoke in a POLICE OFFICER FACE.
 Offensive and INJUSTICE to that OFFICER HEALTH. https://t.co/rB8aSGpK3l","Despite being disrespected, taunted &amp; harassed, this honorable police officer maintains an impeccable level of restraint and unflappable professionalism...could you do the same?
 #BackTheBlue
 #RespectThePolice
 #AllLivesMattter
 https://t.co/19s9fq5YdS",,0,0,0,0,0,0,0
Wed Aug 12 01:25:09 +0000 2020,225,1293357823280197634,"Wonder what Boris has in store for us de-population wise. Maybe Bill gates vaccine, ship off the old into nursing homes. Kill off as many as he can. The death rates non covid have surpassed actual covid deaths. Now the face masks. Keeping people I'll. Makes sense now Boris. https://t.co/NxSMQm1b8Y",,,0,0,0,0,0,0,0
Mon Jul 27 16:41:26 +0000 2020,209,1287790209967566848,"I then heard him say: ' @LidlGB want me to wear one but I'm not going to because if I was going to catch it, I would've already done by now' which again is irresponsible. The law states that we must wear a mask in shops and on public transport.",,,0,1,1,0,0,0,1
Sun Aug 09 04:11:29 +0000 2020,222,1292312519269326854,This is my shocked face. https://t.co/n0hqdhrOm8,"Days after photos of packed hallways go viral, Paulding high school reports 9 COVID-19 cases https://t.co/IBxtqqZkhd",,0,0,0,0,0,0,0
Mon Aug 03 11:09:35 +0000 2020,216,1290243413112057856,"people say ""better safe than sorry"" when it comes to protecting themselves with a gun when they're going to a little cafe downtown but can't wear a mask on the same fucking terms",,,0,1,0,1,0,0,1
Tue Jul 28 00:24:51 +0000 2020,210,1287906832997122048,Thread by @drawandstrike: It is far past time for every American to tell the mayors and governors that are ALLOWING these protests that we wir comply with their mask &amp;amp; social distancing mandates. We are all EQUAL under the law or we are NOT. Which IS… https://t.co/sAvxcAtvsF,,,0,1,0,1,0,0,1
Wed Jul 22 01:03:55 +0000 2020,204,1285742336786530306,"@ConservJean @58bugeye @WhiteHouse @realDonaldTrump Spread the word to all of the dentists, surgeons, welders, steel workers, microchip techs, NASA satellite workers, and folks that work retail. It’s so awful to wear a mask that it’s better to risk getting yourself and everyone you know sick. What a guy.",,,0,1,0,1,0,0,1
Sun Jun 28 02:56:05 +0000 2020,180,1277073255468326914,"@MayorGinther Unfortunately Columbus has chosen to be stupid about #Covid19 by not having a mask policy. When your cases spike, and they have started to climb, don’t expect sympathy. Will not be coming back anytime soon. I do not feel safe in your city!",,Covid19,0,1,0,1,0,1,1
Fri Jul 10 22:34:42 +0000 2020,192,1281718516215951366,"@saraixplicit92 @TheMaShiKai @benshapiro Explain to me how you could possibly apply a double blind to a population study. It doesn’t make any sense, there are no subjects or researchers to blind, they’re studying trends in data before and after mask laws and social distancing - while eliminating other factors.",,,0,0,0,0,0,0,0
Thu Jul 02 06:22:48 +0000 2020,184,1278574830141403137,So many Americans have failed themselves and others because of their carelessness/recklessness of not following safety guidelines of face coverings and social distancing. https://t.co/O85JzAAA9c,"“Right now, right this moment,"" says @chrislhayes, “there are Americans who are alive and healthy who will be dead by the fall. And there are Americans who have already died who did not have to. All because of the failures of our government."" https://t.co/PrjIcl8EWx",,0,0,0,0,0,0,0
Tue Jun 16 18:54:38 +0000 2020,168,1272965828967727104,"When they lie to your face, and they know you know it's a lie, what they say about you behind your back is beyond ugly. https://t.co/7XgBTbyQjV","Pence, in a WSJ op-ed, says there is no second wave and praises President Trump, including this line: ""He rallied the American people to embrace social-distancing guidelines.""  https://t.co/bPham5cI7g",,0,0,0,0,0,0,0
Sat Jul 04 05:37:35 +0000 2020,186,1279288225199079424,Novel CORONA Virus is from my TEAM I m tired of this This is the END Only two options It s on my Facebook I m leaving tonight I leave you die I m the last help for one way Alive Places are going to have to blow up until all the not right stops ALL UNIVERSES AND REALMS,,,0,0,0,0,0,0,0
Thu Aug 13 00:56:54 +0000 2020,226,1293713104375873536,@HBillingston @ginanlex90 @FDRLST Make sure ALL the woman in your family wear a mask. 99.9999% of men indicate that they want ALL liberal woman to continue to wear a face covering after the pandemic is over.,,,0,0,0,0,0,0,0
Wed Jun 10 22:51:17 +0000 2020,162,1270851055874695169,Hi friends. It’s me. Reminding you that wearing your mask right now when outdoors is the *best* thing you can do to help safeguard the health of our nation. #StayHome https://t.co/4tTR7sCd0j,,StayHome,0,1,1,0,0,0,1
Sat Apr 11 09:43:03 +0000 2020,102,1248909419167002626,"Some grocery store workers still do not have access to masks! @MA_Senate
  Mandate #Masks4All to #ProtectWorkersSaveLives! ❤️😷 https://t.co/n8jZlZNAPB","Big thank you to all the grocery store employees during this challenging time. Many stores have adjusted their hours to protect the health of their customers amid #COVID19. Also, hours may have changed due to the holiday weekend, so be sure to check before heading out. #mapoli https://t.co/DxACDWpV0v",Masks4All ProtectWorkersSaveLives,0,1,0,1,0,0,1
Wed Jul 01 23:22:07 +0000 2020,183,1278468960606961665,Ron DeSantis: I can’t control young people and whether or not they want to wear a mask but I can control a young woman’s body 🤦‍♀️,,,0,0,0,0,0,0,0
Fri Jul 10 13:21:33 +0000 2020,192,1281579313654095873,"This is the face of a self-satisfied fascist beetle that just ate his cotton, Covid mask. https://t.co/0RUCnWjiEY",,,0,0,0,0,0,0,0
Wed Aug 12 21:47:58 +0000 2020,225,1293665556772450304,“Social distancing and following the rules” as he manhandles the OUTSIDE of his mask and then wipes his mouth 🙄🙄🤯🤣 https://t.co/68POXbnkKS,,,0,0,0,0,0,0,0
Wed Jul 01 13:27:25 +0000 2020,183,1278319299980132352,@NYGovCuomo Get all New Yorkers N95 masks. Are we serious about COVID or not?,,,0,0,0,0,0,0,0
Tue Jul 28 17:36:32 +0000 2020,210,1288166464931991556,@leoriosmole Did she wear a mask tho,,,0,0,0,0,0,0,0
Sat Jul 11 12:39:32 +0000 2020,193,1281931128719515648,"@NathanaelYoung @jeremy1824 @buckwheat_uk @richardosman I could probably count on 1 hand the amount of times that's happened.
 But you can say the same about any virus- should ppl with mild flu symptoms be forced to stay home or wear a mask to stop the risk of someone more vulnerable catching it?- 17k deaths per year.",,,0,1,0,0,1,0,1
Fri Apr 10 04:58:09 +0000 2020,101,1248475334300688390,"@AMERICUHHHH Well now have to face this!
 

 Widespread ‘serological testing’ crucial in return to normalcy, U․S. officials say https://t.co/gLqoedaElQ via @washtimes",,,0,0,0,0,0,0,0
Fri Jun 12 06:02:07 +0000 2020,164,1271321865215111172,@seattletimes Since memorial day..aka people going out with no masks and doing things they shouldn't be doing in a pandemic. In a week we'll begin to see what happens from the protests,,,0,0,0,0,0,0,0
Mon Jul 27 06:48:41 +0000 2020,209,1287641039092604929,"Oh Qaren, you think you're so cool,
 You think that you're so smart,
 But you are just a fool.
 

 Oh Qaren, we don't laugh we cry,
 We know you're behaviour,
 Will cause someone to die.
 

 Oh Qaren, the only thing we ask,
 Is when you go out shopping,
 Put on a fucking mask!
 

 (Sorry Neil) https://t.co/R2BFlYhTZj","Imagine what the Murdoch and Nine media would say about #BunningsKaren Kerry Nash if she was brown or Muslim?! They would call her selfish anti-mask behaviour an act of biological terrorism, not joke about it, justify it or excuse it. #WearAMask #StopTheSpread #COVID19au https://t.co/G2vTAVCis0",,0,1,1,0,0,0,1
Sun Jul 26 07:02:35 +0000 2020,208,1287282147666141184,"@ruby000o @hunterjisaacson @RTBayArea Although the masks does MINIMIZE the risk, it doesn’t completely guarantee you won’t get COVID.",,,0,1,1,1,0,0,1
Tue Jun 16 23:57:39 +0000 2020,168,1273042083507552261,@JamesTheFAM @realDonaldTrump @FBI Lets face it coronavirus wont end until 3678 or not at all,,,1,0,0,0,0,0,0
Thu Apr 16 11:00:06 +0000 2020,107,1250740748196208640,We said goodbye on Facetime': Romford patient who survived... #covid19 #coronaviruscovid19 #covid19memes #fightingcovid19 #covid19italia #bajucovid19 #covid19india #covid19testing #covid19news #indonesiabebascovid19 https://t.co/jxp2reKojD,,covid19 coronaviruscovid19 covid19memes fightingcovid19 covid19italia bajucovid19 covid19india covid19testing covid19news indonesiabebascovid19,1,0,0,0,0,0,0
Sun Jul 05 15:27:59 +0000 2020,187,1279799193704574976,"4 however long it is necessary to do so #WearAMask #WashYourHands keep 6 ft apart,it is also very important during our time of being open for business where our #Economy is concerned,if you wish to keep #MovingForward instead of going backwards then we need to do what is needed..",,WearAMask WashYourHands Economy MovingForward,0,1,1,0,0,0,1
Wed Jul 01 14:12:43 +0000 2020,183,1278330700618293248,"Look at the pics...Were they also Covid times ??
 Gloves Masks ... medieval PPE kit (apron) https://t.co/pONr5UwkC9","Very few know that Ms @priyankagandhi worked for many years as volunteer at Mother Teresa Ashram, #Delhi
 

 She looked after leprosy patients &amp; other poor patients wherein she cleaned their wounds, applied balms, bandages 
 

 #ThrowBack https://t.co/C5fOtnPNbV",,1,0,0,0,0,0,0
Mon May 18 08:05:00 +0000 2020,139,1262293094734663682,Coronavirus: Bosch puts fully automated mask-production lines into operation https://t.co/DUW9CYG7dT,,,0,0,0,0,0,0,0
Tue Apr 07 02:00:03 +0000 2020,98,1247343350031794184,"Alberta hairdresser turns seamstress- making hundreds of masks during the pandemic. @CityRachelle reports.
 

 https://t.co/8wGYPzlH4C",,,0,0,0,0,0,0,0
Wed Jul 01 10:00:01 +0000 2020,183,1278267106052706304,"@DraftDiamonds Once again, you’re not paying attention. How has his response been to COVID? Didn’t he hold a rally with people not wearing mask? Didn’t he say slow down on testing? You’re trippin 🤦🏽‍♂️",,,0,0,0,0,0,0,0
Thu Aug 06 20:17:00 +0000 2020,219,1291468338196025350,"@AbdulHerphyz Extends?
 Lockdown?
 State borders are open, local flights have resumed, everyone’s going about business as #NewNormal (chin mask+audio social distancing), places of worship are due to open, eateries now serve eat-ins.
 Lockdown?
 Our president is shockingly unaware &amp; out of touch
 🙆🏾‍♀️",,NewNormal,0,0,0,0,0,0,0
Tue Aug 04 09:21:10 +0000 2020,217,1290578516862357504,How are all the police and military doing these tests door knocks and border patrols not wearing masks and not getting covid Wake up sheeple,,,0,1,0,1,0,0,1
